lrk_id;type_oko;actuele_naam_oko;aantal_kindplaatsen;status;inschrijfdatum;uitschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;naam_houder;kvk_nummer_houder;rechtsvorm_houder;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10
 ;PSZ;Peutergroep It Lytjhus;15;Uitgeschreven;02-01-2014;03-01-2014;Burgemeester van de Bergstraat 15 ;9166PS;SCHIERMONNIKOOG;Stichting Welzijn Schiermonnikoog;01114596;Stichting;Van Starkenborghstraat 17 ;9166PL;SCHIERMONNIKOOG;;Postbus 20;9166ZP;SCHIERMONNIKOOG;;Jan Martinus;'0519531654';info@kittiwake.nl;http://www.kittiwake.nl;88;Schiermonnikoog;
 ;PSZ;Voorschool Ienie Mienie;30;Ingeschreven;15-12-2014;;Galileiplantsoen 39 ;1098LW;AMSTERDAM;Stichting Dynamo Oost;41204927;Stichting;Ambonplein 55 ;1094PW;AMSTERDAM;;Postbus 93500;1090EA;AMSTERDAM;;Francis Eijlders;'020 4609300';info@dynamo-amsterdam.nl;http://www.dynamo-amsterdam.nl;363;Amsterdam;
 ;PSZ;PSZ Speelwijs Martin Luther King;16;Ingeschreven;23-12-2014;;Bertrand Russellplaats 7 ;3069CA;ROTTERDAM;Speelwijs en Maupetuus B.V.;24411311;BV;Kauwendaal 12 ;2914KG;NIEUWERKERK AD IJSSEL;;Bertrand Russellplaats 7 ;3069CA;ROTTERDAM;;D. groenevelt;'06 13309024';info@speelwijs.nl;http://www.speelwijs.nl;599;Rotterdam;
 ;PSZ;Bruintje Beer;16;Ingeschreven;29-12-2014;;Leerlooierstraat 4 ;7447XZ;HELLENDOORN;Stichting Peuterspeelzalen Gemeente Hellendoorn;41032132;Stichting;Dahliastraat 21 ;7442LA;NIJVERDAL;;;;;;M.Diderich;'';m.diderich@spghnijverdal.nl;http://0548-638816;163;Hellendoorn;
 ;PSZ;Robbedoes;16;Ingeschreven;30-12-2014;;Nicolaas Beetsstraat 6a ;7442TL;NIJVERDAL;Stichting Peuterspeelzalen Gemeente Hellendoorn;41032132;Stichting;Dahliastraat 21 ;7442LA;NIJVERDAL;;;;;;M. Diderich;'0548-638816';m.diderich@spghnijverdal.nl;;163;Hellendoorn;
 ;PSZ;Het Mierennest;16;Ingeschreven;01-01-2015;;Ring 1 ;8308AL;NAGELE;Stichting Peuterspeelzalen Noordoostpolder;39089223;Stichting;Duit 3P ;8305BB;EMMELOORD;;;;;;;'';;;171;Noordoostpolder;
 ;PSZ;Peutercentrum de Oase;15;Ingeschreven;01-01-2015;;Belcampostraat 9 ;3544NE;UTRECHT;Stichting Spelenderwijs Utrecht;57529892;Stichting;Niasstraat 6c ;3531WP;UTRECHT;;;;;;Mirjam de Boode;'06-52368326';m.deboode@spelenderwijsutrecht.nl;http://www.spelenderwijsutrecht.nl;344;Utrecht;
 ;PSZ;Peuterspeelzaal De Wiekslag;7;Ingeschreven;09-01-2015;;Wiekslag 25 ;3853BG;ERMELO;Stichting Prokino;34162208;Stichting;Nieuwezijds Voorburgwal 120 126;1012SH;AMSTERDAM;;Postbus 265;3840AG;HARDERWIJK;;Mevrouw A. Godthelp;'0341-427249';harderwijkermelo@prokino.nl;http://www.prokino.nl;233;Ermelo;
 ;PSZ;De Ontdekking;16;Ingeschreven;12-01-2015;;Kerklaan 29 ;1251JS;LAREN NH;Stichting Kinderopvang Laren;61809497;Stichting;Kerklaan 29 ;1251JS;LAREN NH;;Kerklaan 29 ;1251JS;LAREN NH;;Ronald de Moor;'0646189749';r.demoor@proceon.nl;http://www.descheperlaren.nl;417;Laren;
 ;PSZ;Pinkeltje II;12;Ingeschreven;01-01-2015;;Jachtwagenstraat 64 ;1445NM;PURMEREND;Stichting Beheer Peuterspeelzaal Pinkeltje;37120585;Stichting;Gruttostraat 99 ;1444AG;PURMEREND;;;;;;I. Schagen;'06-41432264';info@pszpinkeltje.nl;http://www.pszpinkeltje.nl;439;Purmerend;
 ;PSZ;De Springdonck;16;Ingeschreven;15-12-2014;;Schoutlaan 2 ;6114MC;SUSTEREN;MIK Kinderopvang B.V.;14066305;BV;Wilhelminasingel 91 93;6221BH;MAASTRICHT;;;;;;Yol van Esch;'043-3517171';info@mik-kinderopvang.nl;http://www.mik-kinderopvang.nl;1711;Echt-Susteren;
 ;PSZ;Dikkie Dik;32;Ingeschreven;01-01-2015;;Karel du Jardinstraat 76 ;1073TE;AMSTERDAM;Combiwel Ondernemend Welzijn B.V.;41204269;BV;Postbus 95304;1090HH;AMSTERDAM;;;;;;E. Terhaag;'020 5754700';e.terhaag@combiwel.nl;;363;Amsterdam;
 ;PSZ;Speelhuis;47;Ingeschreven;13-08-2014;;Beijersstraat 59 ;2572BC;DEN HAAG;Stichting Xtra;54220955;Stichting;Postbus 43197;2504AD;DEN HAAG;;;;;;E. Grootscholten;'06-43395246';e.grootscholten@zebrawelzijn.nl;;518;'s-Gravenhage;
 ;PSZ;Peuterspeelzaal 't Klimhof;32;Ingeschreven;13-08-2014;;Ambachtsgaarde 3 ;2542ED;DEN HAAG;Stichting MOOI;41157630;Stichting;Postbus 43197;2504AD;DEN HAAG;;;;;;I. van der Stijl;'070-2052000';i.vanderstijl@stichtingmooi.nl;;518;'s-Gravenhage;
 ;PSZ;Ducky Duck;16;Ingeschreven;25-08-2014;;Brabantlaan 73 ;5262JH;VUGHT;Stichting Peuterspeelzalen Vught;41080383;Stichting;Theresialaan 32 ;5262BN;VUGHT;;;;;;J. Jansen;'';;;865;Vught;
 ;PSZ;Vlindertuin;16;Ingeschreven;25-08-2014;;Koninginnelaan 1a ;5263DP;VUGHT;Stichting Peuterspeelzalen Vught;41080383;Stichting;Theresialaan 32 ;5262BN;VUGHT;;;;;;J. Jansen;'';;;865;Vught;
